source_type,source_path,feature,scenario,tags,description,steps_summary,status
Cucumber,src/test/resources/Feature/TC_11_PayOnline_HybridFlow.feature,"Place lab orders and complete payment via UI, then verify via getOrderById API",Single member places a lab visit order via UI and verifies via getOrderById API,@hybridLabOrderMemberRewardCoupon,Validate that Single member places a lab visit order via UI and verifies via getOrderById API.,Given load the excel data for single member and lab visit | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_11_PayOnline_HybridFlow.feature,"Place lab orders and complete payment via UI, then verify via getOrderById API",Single member places a lab visit order via UI and verifies via getOrderById API with coupon,@hybridLabOrderNonMemberCoupon,Validate that Single member places a lab visit order via UI and verifies via getOrderById API with coupon.,Given load the excel data for single member and lab visit | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_11_PayOnline_HybridFlow.feature,"Place lab orders and complete payment via UI, then verify via getOrderById API",Single member places a lab visit order with reward and coupon via UI and verifies via getOrderById API,@hybridMultiMemberRewardCoupon,Validate that Single member places a lab visit order with reward and coupon via UI and verifies via getOrderById API.,Given load the excel data for single member and lab visit with coupon | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_11_PayOnline_HybridFlow.feature,"Place lab orders and complete payment via UI, then verify via getOrderById API",Single non-member places a lab visit order via UI and verifies via getOrderById API,@hybridLabOrderNewUser,Validate that Single non-member places a lab visit order via UI and verifies via getOrderById API.,Given load the excel data for single non member and lab visit | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_11_PayOnline_HybridFlow.feature,"Place lab orders and complete payment via UI, then verify via getOrderById API",Single non-member places a lab visit order via UI with coupon and verifies via getOrderById API,@hybridMultiMemberCoupon,Validate that Single non-member places a lab visit order via UI with coupon and verifies via getOrderById API.,Given load the excel data for single non member and lab visit with coupon | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_12_AddAddress.feature,User Address Management in Profile Page,Place a lab visit for a single member and complete online payment in most popular packages,,Place a lab visit for a single member and complete online payment in most popular packages.,Given load the excel data for single member and lab visit for a new user | When create an account with random mobile number | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_13_GlobalSearch.feature,Place lab orders and pay online from global search,Place a home sample visit for a single  non member and complete online payment  in most popular packages,@add_member_multi_lab_order_membershipp,Place a home sample visit for a single non member and complete online payment in most popular packages.,Given load the excel data for single non member and home collection | When the user enters otp | And click on the submit button | And find whether the account holder is member or non member | And verify whether the already selected tests are retained in the cart after login,Implemented
Cucumber,src/test/resources/Feature/TC_13_GlobalSearch.feature,Place lab orders and pay online from global search,Place a home sample visit for a single member and complete online payment  in most popular packages,@singleLabOrderWithoutMembershipp @completeLoginFlow,Place a home sample visit for a single member and complete online payment in most popular packages.,Given load the excel data for single member and home collection | When the user enters otp | And click on the submit button | And find whether the account holder is member or non member | And verify whether the already selected tests are retained in the cart after login,Implemented
Cucumber,src/test/resources/Feature/TC_13_GlobalSearch.feature,Place lab orders and pay online from global search,Place a home visit for a family member with the profile owner and complete online payment in most popular packages(Member),@add_member_multi_lab_order_without_membershipp,Place a home visit for a family member with the profile owner and complete online payment in most popular packages(Member).,Given load the excel data for multi member and home collection with memership | When the user enters otp | And click on the submit button | And find whether the account holder is member or non member | And verify whether the already selected tests are retained in the cart after login,Implemented
Cucumber,src/test/resources/Feature/TC_13_GlobalSearch.feature,Place lab orders and pay online from global search,Place a home visit for a family member with the profile owner and complete online payment in most popular packages(without Member),,Place a home visit for a family member with the profile owner and complete online payment in most popular packages(without Member).,Given load the excel data for multi member and home collection without memership | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_13_GlobalSearch.feature,Place lab orders and pay online from global search,Place a lab visit for a family member with the profile owner and complete online payment in most popular packages(Member),@add_member_multi_home_order_membershipp,Place a lab visit for a family member with the profile owner and complete online payment in most popular packages(Member).,Given load the excel data for multi member and lab visit with memership | When the user enters otp | And click on the submit button | And find whether the account holder is member or non member | And verify whether the already selected tests are retained in the cart after login,Implemented
Cucumber,src/test/resources/Feature/TC_13_GlobalSearch.feature,Place lab orders and pay online from global search,Place a lab visit for a family member with the profile owner and complete online payment in most popular packages(Without Member),@add_member_multi_home_order_without_membershipp,Place a lab visit for a family member with the profile owner and complete online payment in most popular packages(Without Member).,Given load the excel data for multi member and lab visit without memership | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_13_GlobalSearch.feature,Place lab orders and pay online from global search,Place a lab visit for a single member and complete online payment  in most popular packages,@singleHomeOrderMembershipp @completeLoginFlow,Place a lab visit for a single member and complete online payment in most popular packages.,Given load the excel data for single member and lab visit | When the user enters otp | And click on the submit button | And find whether the account holder is member or non member | And verify whether the already selected tests are retained in the cart after login,Implemented
Cucumber,src/test/resources/Feature/TC_13_GlobalSearch.feature,Place lab orders and pay online from global search,Place a lab visit for a single non member and complete online payment  in most popular packages,@singleHomeOrderWithoutMembership @completeLoginFlow,Place a lab visit for a single non member and complete online payment in most popular packages.,Given load the excel data for single non member and lab visit | When the user enters otp | And click on the submit button | And find whether the account holder is member or non member | And verify whether the already selected tests are retained in the cart after login,Implemented
Cucumber,src/test/resources/Feature/TC_14_SmartChoices.feature,Place lab orders and pay online in smart choice filter for single and multiple members for member and non member scenarios,Place a home visit for a family member with the profile owner and complete online payment in most popular packages(Member),@add_member_multi_lab_order_without_membership,Place a home visit for a family member with the profile owner and complete online payment in most popular packages(Member).,Given load the excel data for multi member and home collection with memership | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_14_SmartChoices.feature,Place lab orders and pay online in smart choice filter for single and multiple members for member and non member scenarios,Place a home visit for a family member with the profile owner and complete online payment in most popular packages(without Member),,Place a home visit for a family member with the profile owner and complete online payment in most popular packages(without Member).,Given load the excel data for multi member and home collection without memership | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_14_SmartChoices.feature,Place lab orders and pay online in smart choice filter for single and multiple members for member and non member scenarios,Place a lab visit for a family member with the profile owner and complete online payment in most popular packages(Member),@add_member_multi_lab_order_membership,Place a lab visit for a family member with the profile owner and complete online payment in most popular packages(Member).,Given load the excel data for multi member and lab visit with memership | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_14_SmartChoices.feature,Place lab orders and pay online in smart choice filter for single and multiple members for member and non member scenarios,Place a lab visit for a family member with the profile owner and complete online payment in most popular packages(Without Member),@add_member_multi_home_order_without_membership,Place a lab visit for a family member with the profile owner and complete online payment in most popular packages(Without Member).,Given load the excel data for multi member and lab visit without memership | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
Cucumber,src/test/resources/Feature/TC_15_DNADecoderPanelsAtGlance.feature,Booking a DNA decoder Lab visit test with membership,(unnamed scenario),,Validate that (unnamed scenario).,Given load the excel data for single member and lab visit with memership in DNA Decoder | When the user enters otp | And click on the submit button | Then the location should be auto-detected on the dashboard | And find whether the account holder is member or non member,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/base/BaseTest.java,for,for,,Validate that For.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/address/AddressAPITest.java,AddressAPITest,testAddAddress_ForMember,,Validate that Add Address For Member.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/address/AddressAPITest.java,AddressAPITest,testAddAddress_ForNewUser,,Validate that Add Address For New User.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/address/AddressAPITest.java,AddressAPITest,testAddAddress_ForNonMember,,Validate that Add Address For Non Member.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/address/GetAddressByUserIdAPITest.java,GetAddressByUserIdAPITest,testGetAddressByUserId_ForMember,,Validate that Get Address By User Id For Member.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/address/GetAddressByUserIdAPITest.java,GetAddressByUserIdAPITest,testGetAddressByUserId_ForNewUser,,Validate that Get Address By User Id For New User.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/address/GetAddressByUserIdAPITest.java,GetAddressByUserIdAPITest,testGetAddressByUserId_ForNonMember,,Validate that Get Address By User Id For Non Member.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/COD_01_LoginTest.java,COD_01_LoginTest,step01_LoginAndSetup,,Validate that Step01 Login And Setup.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/COD_06_PhlebotomistLoginTest.java,COD_06_PhlebotomistLoginTest,step06_PhlebotomistLogin,,Validate that Step06 Phlebotomist Login.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/LoginAPITest.java,LoginAPITest,testLoginWithOTP,,Validate that Login With OTP.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/LoginAPITest.java,LoginAPITest,testLoginWithOTP_NewlyRegisteredUser,,Validate that Login With OTP Newly Registered User.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/LoginAPITest.java,LoginAPITest,testLoginWithOTP_NonMember,,Validate that Login With OTP Non Member.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/Section1_AuthenticationTest.java,Section1_AuthenticationTest,AUTH_01_MemberLogin,,Validate that AUTH 01 Member Login.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/Section1_AuthenticationTest.java,Section1_AuthenticationTest,AUTH_02_NonMemberLogin,,Validate that AUTH 02 Non Member Login.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/Section1_AuthenticationTest.java,Section1_AuthenticationTest,AUTH_03_NewUserRegistrationAndLogin,,Validate that AUTH 03 New User Registration And Login.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/Section1_AuthenticationTest.java,Section1_AuthenticationTest,AUTH_04_InvalidOtpRejected,,Validate that AUTH 04 Invalid Otp Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/Section1_AuthenticationTest.java,Section1_AuthenticationTest,AUTH_06_PhlebotomistLogin,,Validate that AUTH 06 Phlebotomist Login.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/Section1_AuthenticationTest.java,Section1_AuthenticationTest,AUTH_07_MissingMobileRejected,,Validate that AUTH 07 Missing Mobile Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/Section1_AuthenticationTest.java,Section1_AuthenticationTest,AUTH_08_EmptyOtpRejected,,Validate that AUTH 08 Empty Otp Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/Section1_AuthenticationTest.java,Section1_AuthenticationTest,AUTH_09_ValidTokenAllowsAccess,,Validate that AUTH 09 Valid Token Allows Access.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/Section1_AuthenticationTest.java,Section1_AuthenticationTest,AUTH_10_InvalidTokenBlocksAccess,,Validate that AUTH 10 Invalid Token Blocks Access.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/auth/UserCreateAPITest.java,UserCreateAPITest,testUserRegistration_CreateNewUser,,Validate that User Registration Create New User.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/AddToCartAPITest.java,AddToCartAPITest,testAddToCart_ForMember,,Validate that Add To Cart For Member.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/AddToCartAPITest.java,AddToCartAPITest,testAddToCart_ForNewUser,,Validate that Add To Cart For New User.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/AddToCartAPITest.java,AddToCartAPITest,testAddToCart_ForNonMember,,Validate that Add To Cart For Non Member.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/AddToCartAPITest.java,AddToCartAPITest,testAddToCart_WithRewardsUsed,,Validate that Add To Cart With Rewards Used.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/COD_02_GetCartTest.java,COD_02_GetCartTest,step02_VerifyCartAndPrice,,Validate that Step02 Verify Cart And Price.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/GetCartByIdAPITest.java,GetCartByIdAPITest,testGetCartById_ForMember,,Validate that Get Cart By Id For Member.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/GetCartByIdAPITest.java,GetCartByIdAPITest,testGetCartById_ForNewUser,,Validate that Get Cart By Id For New User.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/GetCartByIdAPITest.java,GetCartByIdAPITest,testGetCartById_ForNonMember,,Validate that Get Cart By Id For Non Member.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/Section5_CartOperationsTest.java,Section5_CartOperationsTest,CRT_01_AddToCart_HomeCollection,,Validate that CRT 01 Add To Cart Home Collection.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/Section5_CartOperationsTest.java,Section5_CartOperationsTest,CRT_02_AddToCart_LabVisit,,Validate that CRT 02 Add To Cart Lab Visit.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/Section5_CartOperationsTest.java,Section5_CartOperationsTest,CRT_03_GetCart_VerifyCouponMath,,Validate that CRT 03 Get Cart Verify Coupon Math.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/Section5_CartOperationsTest.java,Section5_CartOperationsTest,CRT_04_GetCart_EmptyCart,,Validate that CRT 04 Get Cart Empty Cart.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/Section5_CartOperationsTest.java,Section5_CartOperationsTest,CRT_05_AddToCart_DiscountCap,,Validate that CRT 05 Add To Cart Discount Cap.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/cart/Section5_CartOperationsTest.java,Section5_CartOperationsTest,CRT_06_CartUpdatedAfterSlotBooking,,Validate that CRT 06 Cart Updated After Slot Booking.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_003_ExpiredCouponsNotListed,,Validate that TC CPN 003 Expired Coupons Not Listed.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_004_FutureCouponsNotListed,,Validate that TC CPN 004 Future Coupons Not Listed.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_005_ActiveCouponShouldBeValid,,Validate that TC CPN 005 Active Coupon Should Be Valid.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_006_ExpiredCouponRejected,,Validate that TC CPN 006 Expired Coupon Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_007_InactiveCouponRejected,,Validate that TC CPN 007 Inactive Coupon Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_008_InvalidCouponRejected,,Validate that TC CPN 008 Invalid Coupon Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_009_OrderGteMin,,Validate that TC CPN 009 Order Gte Min.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_010_OrderLtMin,,Validate that TC CPN 010 Order Lt Min.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_011_ExactMinBoundary,,Validate that TC CPN 011 Exact Min Boundary.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_012_ApplyValidCouponSuccessfully,,Validate that TC CPN 012 Apply Valid Coupon Successfully.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_013_ApplyExpiredCoupon,,Validate that TC CPN 013 Apply Expired Coupon.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_014_PrimeCouponByNonPrimeUserRejected,,Validate that TC CPN 014 Prime Coupon By Non Prime User Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_015_NonPrimeCouponByPrimeUserRejected,,Validate that TC CPN 015 Non Prime Coupon By Prime User Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_016_PreventDuplicateCouponApplication,,Validate that TC CPN 016 Prevent Duplicate Coupon Application.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_017_ValidateRemainingPayableAfterCoupon,,Validate that TC CPN 017 Validate Remaining Payable After Coupon.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_018_ValidateCouponAndAdminCashSplit,,Validate that TC CPN 018 Validate Coupon And Admin Cash Split.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_019_CouponPersistsInCart,,Validate that TC CPN 019 Coupon Persists In Cart.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_020_RemoveCouponFromCart,,Validate that TC CPN 020 Remove Coupon From Cart.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_021_VerifyTotalPriceSubtraction,,Validate that TC CPN 021 Verify Total Price Subtraction.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_022_CouponExpiresBeforeOrderPlacement,,Validate that TC CPN 022 Coupon Expires Before Order Placement.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_023_RedeemWithinAllowedLimit,,Validate that TC CPN 023 Redeem Within Allowed Limit.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_024_ExceedMaxCouponLimit,,Validate that TC CPN 024 Exceed Max Coupon Limit.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_025_ApplyCouponForMultipleFamilyMembers,,Validate that TC CPN 025 Apply Coupon For Multiple Family Members.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_026_MembershipCapPerMemberRespected,,Validate that TC CPN 026 Membership Cap Per Member Respected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_027_CouponValueEqualsOrderTotal,,Validate that TC CPN 027 Coupon Value Equals Order Total.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_028_CouponValueGreaterThanOrderTotal,,Validate that TC CPN 028 Coupon Value Greater Than Order Total.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_029_OneBelowMinRejected,,Validate that TC CPN 029 One Below Min Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_030_LastRedemptionAllowed,,Validate that TC CPN 030 Last Redemption Allowed.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_031_RedemptionAfterMaxRejected,,Validate that TC CPN 031 Redemption After Max Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_032_UnauthorizedCouponAttemptRejected,,Validate that TC CPN 032 Unauthorized Coupon Attempt Rejected.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_033_ManipulatedDiscountIgnored,,Validate that TC CPN 033 Manipulated Discount Ignored.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponComprehensiveTest.java,CouponComprehensiveTest,TC_CPN_034_MissingAuthTokenUnauthorized,,Validate that TC CPN 034 Missing Auth Token Unauthorized.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponMultiMemberTest.java,CouponMultiMemberTest,step01_DiscoverCoupon,,Validate that Step01 Discover Coupon.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponMultiMemberTest.java,CouponMultiMemberTest,step02_ApplyCouponToMultiMemberCart,,Validate that Step02 Apply Coupon To Multi Member Cart.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponValidationTest.java,CouponValidationTest,testGetAllCoupons_EmptyUserType,,Validate that Get All Coupons Empty User Type.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponValidationTest.java,CouponValidationTest,testGetAllCoupons_InvalidUserType,,Validate that Get All Coupons Invalid User Type.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponValidationTest.java,CouponValidationTest,testGetAllCoupons_NonPrime,,Validate that Get All Coupons Non Prime.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/CouponValidationTest.java,CouponValidationTest,testGetAllCoupons_Prime,,Validate that Get All Coupons Prime.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/DetailedCouponAdminApprovalTest.java,DetailedCouponAdminApprovalTest,step01_DiscoverCoupon,,Validate that Step01 Discover Coupon.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/DetailedCouponAdminApprovalTest.java,DetailedCouponAdminApprovalTest,step02_AddToCartWithCoupon,,Validate that Step02 Add To Cart With Coupon.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/DetailedCouponAdminApprovalTest.java,DetailedCouponAdminApprovalTest,step03_AddressAndSlot,,Validate that Step03 Address And Slot.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/DetailedCouponAdminApprovalTest.java,DetailedCouponAdminApprovalTest,step04_VerifyPaymentAndCreateOrder,,Validate that Step04 Verify Payment And Create Order.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/DetailedCouponAdminApprovalTest.java,DetailedCouponAdminApprovalTest,step05_AdminCheck,,Validate that Step05 Admin Check.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/DetailedCouponAdminApprovalTest.java,DetailedCouponAdminApprovalTest,step06_AdminApproval,,Validate that Step06 Admin Approval.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step01_MemberLogin,,Validate that Step01 Member Login.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step02_SetupLocationAndBrand,,Validate that Step02 Setup Location And Brand.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step03_GlobalSearch,,Validate that Step03 Global Search.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step04_DiscoverCoupon,,Validate that Step04 Discover Coupon.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step05_AddToCartWithCoupon,,Validate that Step05 Add To Cart With Coupon.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step06_VerifyCart,,Validate that Step06 Verify Cart.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step07_AddAddressAndSlot,,Validate that Step07 Add Address And Slot.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step08_ConfirmOrder,,Validate that Step08 Confirm Order.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step09_AdminLoginAndCheck,,Validate that Step09 Admin Login And Check.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/coupons/MemberCouponAdminFlowTest.java,MemberCouponAdminFlowTest,step10_AdminApprovePayment,,Validate that Step10 Admin Approve Payment.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_InvalidAuthToken,,Validate that Add Family Member Invalid Auth Token.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_InvalidDateFormat,,Validate that Add Family Member Invalid Date Format.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_InvalidGender,,Validate that Add Family Member Invalid Gender.,,Implemented
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/AddFamilyMemberTest.java,AddFamilyMemberTest,test_AddFamilyMember_InvalidMobileFormat_TooShort,,Validate that Add Family Member Invalid Mobile Format Too Short.,,Implemented
